Genes	Left-End-Position	Right-End-Position	Direction	Product
tdcC	3263686	3265017	-	threonine/serine:H<sup>+</sup> symporter
tdcD	3262452	3263660	-	propionate kinase
tdcE	3260124	3262418	-	activated 2-ketobutyrate formate-lyase / pyruvate formate-lyase 4 // 2-ketobutyrate formate-lyase/pyruvate formate-lyase 4
tdcF	3259721	3260110	-	putative enamine/imine deaminase
tdcG	3258285	3259649	-	L-serine deaminase III
tdcR	3267380	3267598	+	DNA-binding transcriptional activator TdcR
tdh	3790320	3791345	-	threonine dehydrogenase
tdk	1293527	1294144	+	thymidine/deoxyuridine kinase
tehA	1500573	1501565	+	tellurite resistance protein
tehB	1501562	1502155	+	tellurite methyltransferase
tesA	519139	519765	-	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
tesB	474301	475161	-	acyl-CoA thioesterase II
tfaD	581534	582097	+	DLP12 prophage; putative tail fiber assembly protein TfaD
tfaE	1208517	1209119	-	e14 prophage; putative tail fiber assembly protein TfaE
tfaP	1208132	1208545	+	e14 prophage; putative tail fiber assembly protein TfaP
tfaQ	1634310	1634885	-	Qin prophage; putative tail fiber assembly protein TfaQ
tfaR	1432411	1432986	+	Rac prophage; putative tail fiber assembly protein TfaR
tfaX	582875	583060	+	DLP12 prophage; protein TfaX
tff	189712	189847	+	putative small RNA T44
tgt	426137	427264	+	tRNA-guanine transglycosylase
thiB	74497	75480	-	thiamine ABC transporter periplasmic binding protein
thiC	4194204	4196099	-	phosphomethylpyrimidine synthase
thiD	2183716	2184516	-	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
thiE	4193569	4194204	-	thiamine phosphate synthase
thiF	4192821	4193576	-	sulfur carrier protein ThiS adenylyltransferase
thiG	4191865	4192635	-	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
thiH	4190735	4191868	-	2-iminoacetate synthase
thiI	441549	442997	+	tRNA uridine 4-sulfurtransferase
thiK	1163260	1164084	+	thiamine kinase
thiL	435634	436611	+	thiamine monophosphate kinase
thiM	2184513	2185301	-	hydroxyethylthiazole kinase
thiP	72911	74521	-	thiamine ABC transporter membrane subunit
thiQ	72229	72927	-	thiamine ABC transporter ATP binding subunit
thiS	4192637	4192837	-	sulfur carrier protein ThiS
thpR	161501	162031	-	RNA 2',3'-cyclic phosphodiesterase
thrA	337	2799	+	fused aspartate kinase/homoserine dehydrogenase 1
thrB	2801	3733	+	homoserine kinase
thrC	3734	5020	+	threonine synthase
thrL	190	255	+	<i>thr</i> operon leader peptide
thrS	1800642	1802570	-	threonine&mdash;tRNA ligase
thrT	4175754	4175829	+	tRNA-Thr(GGU)
thrU	4175388	4175463	+	tRNA-Thr(UGU)
thrV	3423580	3423655	-	tRNA-Thr(GGU)
thrW	262871	262946	+	tRNA-Thr(CGU)
thyA	2964361	2965155	-	thymidylate synthase
tig	455133	456431	+	trigger factor
tilS	212331	213629	+	tRNAIle-lysidine synthetase
tisB	3853553	3853642	+	membrane-depolarizing toxin TisB
tktA	3079644	3081635	-	transketolase 1
tktB	2579636	2581639	+	transketolase 2
tldD	3390583	3392028	-	metalloprotease subunit TldD
tldE	4457959	4459311	+	metalloprotease subunit TldE
tmcA	2593844	2595859	-	tRNA<sup>Met</sup> cytidine acetyltransferase
tmk	1155124	1155765	+	Tmk
tnaA	3888730	3890145	+	tryptophanase
tnaB	3890236	3891483	+	tryptophan:H+ symporter TnaB
tnaC	3888435	3888509	+	<i>tnaAB</i> operon leader peptide
tolA	776342	777607	+	Tol-Pal system protein TolA
tolB	777740	779032	+	Tol-Pal system periplasmic protein TolB
tolC	3178115	3179596	+	outer membrane channel TolC
tolQ	775153	775845	+	Tol-Pal system protein TolQ
tolR	775849	776277	+	Tol-Pal system protein TolR
tomB	480334	480708	-	Hha toxicity modulator TomB
tonB	1311089	1311808	+	Ton complex subunit TonB
topA	1331048	1333645	+	DNA topoisomerase 1
topAI	4533796	4534053	-	KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor
topB	1844999	1846960	-	DNA topoisomerase III
torA	1059256	1061802	+	trimethylamine <i>N</i>-oxide reductase 1
torC	1058084	1059256	+	cytochrome <i>c</i> menaquinol dehydrogenase TorC
torD	1061799	1062398	+	trimethylamine-N-oxide reductase-specific chaperone
torI	2476310	2476510	+	CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor
torR	1057262	1057954	-	DNA-binding transcriptional dual regulator TorR
torS	1053434	1056178	-	sensory histidine kinase TorS
torT	1056261	1057289	+	TorT-TMAO // periplasmic trimethylamine-N-oxide binding protein
torY	1957032	1958132	-	cytochrome <i>c</i> quinol dehydrogenase TorY
torZ	1954578	1957007	-	trimethylamine <i>N</i>-oxide reductase 2
tpiA	4110740	4111507	-	triose-phosphate isomerase
tpr	1287087	1287176	-	protamine-like protein
tpx	1388305	1388811	-	lipid hydroperoxide peroxidase
tqsA	1673913	1674947	+	autoinducer 2 exporter
treA	1245679	1247376	-	periplasmic trehalase
treB	4464759	4466180	-	trehalose-specific PTS enzyme IIBC component
treC	4463054	4464709	-	trehalose-6-phosphate hydrolase
treF	3669592	3671241	+	cytoplasmic trehalase
treR	4466299	4467246	-	DNA-binding transcriptional repressor TreR
trg	1492470	1494110	+	methyl-accepting chemotaxis protein Trg
trhO	1116807	1117859	+	tRNA U34 hydroxylase TrhO
trhP	2165668	2167029	+	tRNA wobble base hydroxylation protein TrhP
trkA	3436518	3437894	+	NAD-binding component of Trk potassium transporters
trkG	1423782	1425239	+	Rac prophage; K<sup>+</sup> transporter TrkG
trkH	4033145	4034596	+	K+ transporter TrkH
trmA	4162170	4163270	-	tRNA m<sup>5</sup>U54 methyltransferase
trmB	3102133	3102852	-	tRNA m<sup>7</sup>G46 methyltransferase
trmD	2744572	2745339	-	tRNA m<sup>1</sup>G37 methyltransferase
trmH	3824515	3825204	+	tRNA (Gm18) 2'-O-methyltransferase
trmJ	2662583	2663323	-	tRNA Cm32/Um32 methyltransferase
trmL	3781215	3781688	+	tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase
trmO	218887	219594	-	tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase
trpA	1316416	1317222	-	tryptophan synthase subunit &alpha;
trpB	1317222	1318415	-	tryptophan synthase subunit &beta;
trpC	1318427	1319788	-	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
trpD	1319789	1321384	-	anthranilate synthase subunit TrpD
trpE	1321384	1322946	-	anthranilate synthase subunit TrpE
trpL	1323038	1323082	-	<i>trp</i> operon leader peptide
trpR	4632760	4633086	+	DNA-binding transcriptional repressor TrpR
trpS	3512634	3513638	-	tryptophan&mdash;tRNA ligase
trpT	3946957	3947032	+	tRNA-Trp(CCA)
truA	2434824	2435636	-	tRNA pseudouridine<sup>38-40</sup> synthase
truB	3311833	3312777	-	tRNA pseudouridine<sup>55</sup> synthase
truC	2923002	2923784	-	tRNA pseudouridine<sup>65</sup> synthase
truD	2870255	2871304	-	tRNA pseudouridine<sup>13</sup> synthase
trxA	3965761	3966090	+	oxidized thioredoxin // thioredoxin 1
trxB	931085	932050	-	thioredoxin reductase
trxC	2718735	2719154	+	oxidized thioredoxin 2 // reduced thioredoxin 2
tsaB	1890572	1891267	-	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB subunit
tsaC	3430843	3431415	-	threonylcarbamoyl-AMP synthase
tsaD	3209530	3210543	-	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaD subunit
tsaE	4395585	4396046	+	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit
tsf	190857	191708	+	protein chain elongation factor EF-Ts
tsgA	3492568	3493749	+	putative transporter TsgA
tsr	4591657	4593312	+	methyl-accepting chemotaxis protein Tsr
tsx	431129	432013	-	nucleoside-specific channel-forming protein Tsx
ttcA	1411013	1411948	-	tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA
ttdA	3206463	3207374	+	L(+)-tartrate dehydratase subunit &alpha;
ttdB	3207371	3207976	+	L(+)-tartrate dehydratase subunit &beta;
ttdR	3205324	3206256	-	Dan transcriptional activator // DNA-binding transcriptional activator Dan
ttdT	3208024	3209487	+	L-tartrate:succinate antiporter
tufA	3470145	3471329	-	translation elongation factor Tu 1
tufB	4175944	4177128	+	translation elongation factor Tu 2
tus	1684259	1685188	+	DNA replication terminus site-binding protein
tusA	3608751	3608996	-	sulfur transfer protein TusA
tusB	3474678	3474965	-	sulfurtransferase complex subunit TusB
tusC	3474973	3475332	-	sulfurtransferase complex subunit TusC
tusD	3475332	3475718	-	sulfurtransferase complex subunit TusD
tusE	1030339	1030668	-	sulfur transfer protein TusE
tynA	1449076	1451349	-	copper-containing amine oxidase
tyrA	2738948	2740069	-	fused chorismate mutase/prephenate dehydrogenase
tyrB	4267114	4268307	+	tyrosine aminotransferase
tyrP	1989681	1990892	+	tyrosine:H+ symporter
tyrR	1386720	1388261	+	DNA-binding transcriptional dual regulator TyrR
tyrS	1715948	1717222	-	tyrosine&mdash;tRNA ligase
tyrT	1287538	1287622	-	tRNA-Tyr(GUA)
tyrU	4175472	4175556	+	tRNA-Tyr(GUA)
tyrV	1287244	1287328	-	tRNA-Tyr(GUA)
uacT	3031367	3032815	+	urate:H<sup>+</sup> symporter
ubiA	4253016	4253888	+	4-hydroxybenzoate octaprenyltransferase
ubiB	4020226	4021866	+	ubiquinone biosynthesis protein UbiB
ubiC	4252506	4253003	+	chorismate lyase
ubiD	4024988	4026481	+	3-octaprenyl-4-hydroxybenzoate decarboxylase
ubiE	4018855	4019610	+	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
ubiF	695101	696276	+	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
ubiG	2339567	2340289	+	bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase
ubiH	3052340	3053518	-	2-octaprenyl-6-methoxyphenol 4-hydroxylase
ubiI	3051115	3052317	-	2-octaprenylphenol 6-hydroxylase
ubiJ	4019624	4020229	+	ubiquinone biosynthesis accessory factor UbiJ
ubiK	3184840	3185130	+	ubiquinone biosynthesis accessory factor UbiK
ubiT	3300752	3301276	-	anaerobic ubiquinone biosynthesis accessory factor UbiT
ubiU	3301485	3302480	+	ubiquinone biosynthesis protein UbiU
ubiV	3302489	3303367	+	ubiquinone biosynthesis protein UbiV
ubiX	2428057	2428626	-	flavin prenyltransferase
ucpA	2543832	2544623	-	oxidoreductase UcpA
udk	2142307	2142948	-	uridine/cytidine kinase
udp	4016431	4017192	+	uridine phosphorylase
ugd	2098447	2099613	-	UDP-glucose 6-dehydrogenase
ugpA	3590024	3590911	-	<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpA
ugpB	3591009	3592325	-	<i>sn</i>-glycerol 3-phosphate ABC transporter periplasmic binding protein
ugpC	3588110	3589180	-	<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit
ugpE	3589182	3590027	-	<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpE
ugpQ	3587370	3588113	-	glycerophosphodiester phosphodiesterase UgpQ
uhpA	3850136	3850726	-	UhpA-Phosphorylated // DNA-binding transcriptional activator UhpA
uhpB	3848634	3850136	-	sensory histidine kinase UhpB - phosphorylated // sensory histidine kinase UhpB
uhpC	3847305	3848624	-	UhpC-glucose-6-P // inner membrane protein sensing glucose-6-phosphate
uhpT	3845776	3847167	-	hexose-6-phosphate:phosphate antiporter
uidA	1694260	1696071	-	&beta;-glucuronidase
uidB	1692890	1694263	-	glucuronide:H<sup>+</sup> symporter
uidC	1691586	1692851	-	outer membrane porin family protein UidC
uidR	1696462	1697052	-	DNA-binding transcriptional repressor UidR
ulaA	4419980	4421377	+	L-ascorbate specific PTS enzyme IIC component
ulaB	4421393	4421698	+	L-ascorbate specific PTS enzyme IIB component
ulaC	4421708	4422172	+	L-ascorbate specific PTS enzyme IIA component
ulaD	4422186	4422836	+	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
ulaE	4422846	4423700	+	L-ribulose-5-phosphate 3-epimerase UlaE
ulaF	4423700	4424386	+	L-ribulose-5-phosphate 4-epimerase UlaF
ulaG	4418561	4419625	-	L-ascorbate-6-phosphate lactonase
ulaR	4417698	4418453	-	DNA-binding transcriptional repressor UlaR
umpG	2869513	2870274	-	broad specificity 5'(3')-nucleotidase and polyphosphatase
umpH	699574	700326	-	UMP phosphatase
umuC	1231186	1232454	+	DNA polymerase V catalytic protein
umuD	1230767	1231186	+	DNA polymerase V protein UmuD
ung	2716754	2717443	+	uracil-DNA glycosylase
uof	710639	710725	-	RyhB-regulated <i>fur</i> leader peptide
upp	2620246	2620872	-	uracil phosphoribosyltransferase
uppS	194903	195664	+	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]
uraA	2618871	2620160	-	uracil:H<sup>+</sup> symporter UraA
usg	2435636	2436649	-	putative semialdehyde dehydrogenase Usg
ushA	504914	506566	+	5'-nucleotidase / UDP-sugar hydrolase
uspA	3640111	3640545	+	universal stress global stress response regulator
uspB	3639385	3639720	-	putative universal stress (ethanol tolerance) protein B
uspC	1979753	1980181	+	universal stress protein C
uspD	4113293	4113721	+	universal stress protein D
uspE	1397672	1398622	-	universal stress protein E
uspF	1435185	1435619	-	nucleotide binding filament protein
uspG	641439	641867	-	universal stress protein G
uup	1009964	1011871	+	ATP-binding protein Uup
uvrA	4271049	4273871	-	excision nuclease subunit A
uvrB	813526	815547	+	excision nuclease subunit B
uvrC	1992874	1994706	-	excision nuclease subunit C
uvrD	3997983	4000145	+	DNA helicase II
uvrY	1994703	1995359	-	Phosphorylated DNA-binding transcriptional activator UvrY // DNA-binding transcriptional activator UvrY
uxaA	3241827	3243314	-	D-altronate dehydratase
uxaB	1609229	1610680	-	tagaturonate reductase
uxaC	3243329	3244741	-	D-glucoronate/D-galacturonate isomerase
uxuA	4551636	4552820	+	D-mannonate dehydratase
uxuB	4552901	4554361	+	D-mannonate oxidoreductase
uxuR	4554576	4555349	+	DNA-binding transcriptional repressor UxuR
valS	4480982	4483837	-	valine&mdash;tRNA ligase
valT	780765	780840	+	tRNA-Val(UAC)
valU	2520931	2521006	+	tRNA-Val(UAC)
valV	1746435	1746511	+	tRNA-Val(GAC)
valW	1746516	1746592	+	tRNA-Val(GAC)
valX	2521051	2521126	+	tRNA-Val(UAC)
valY	2521173	2521248	+	tRNA-Val(UAC)
valZ	781068	781143	+	tRNA-Val(UAC)
ves	1824362	1824937	-	HutD family protein Ves
viaA	3928152	3929603	-	protein ViaA
vsr	2030448	2030918	-	DNA mismatch endonuclease Vsr
waaA	3808540	3809817	+	KDO transferase
waaB	3803058	3804137	-	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase
waaC	3795979	3796938	+	ADP-heptose:LPS heptosyltransferase 1
waaF	3794929	3795975	+	ADP-heptose&mdash;LPS heptosyltransferase 2
waaG	3805943	3807067	-	lipopolysaccharide glucosyltransferase I
waaH	3789047	3790081	-	UDP-glucuronate:LPS(HepIII) glycosyltransferase
waaJ	3800983	3801999	-	UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase
waaL	3796948	3798207	+	O-antigen ligase
waaO	3802039	3803058	-	UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase
waaP	3805153	3805950	-	lipopolysaccharide core heptose (I) kinase
waaQ	3807064	3808098	-	lipopolysaccharide core heptosyltransferase 3
waaS	3804181	3805116	-	lipopolysaccharide core biosynthesis protein WaaS
waaU	3798239	3799312	-	putative ADP-heptose:LPS heptosyltransferase 4
waaY	3800267	3800965	-	lipopolysaccharide core heptose (II) kinase
waaZ	3799345	3800196	-	lipopolysaccharide core biosynthesis protein WaaZ
wbbH	2106060	2107226	-	putative O-antigen polymerase
wbbI	2105065	2106057	-	&beta;-1,6-galactofuranosyltransferase WbbI
wbbJ	2104494	2105084	-	putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ
wbbK	2103391	2104509	-	putative glycosyltransferase WbbK
wcaA	2132558	2133397	-	colanic acid biosynthesis glucuronosyltransferase WcaA
wcaB	2132067	2132555	-	colanic acid biosynthesis acetyltransferase WcaB
wcaC	2130853	2132070	-	colanic acid biosynthesis galactosyltransferase WcaC
wcaD	2129661	2130878	-	putative colanic acid polymerase
wcaE	2128904	2129650	-	colanic acid biosynthesis fucosyltransferase WcaE
wcaF	2128340	2128888	-	colanic acid biosynthesis acetyltransferase WcaF
wcaI	2124523	2125746	-	colanic acid biosynthesis fucosyltransferase WcaI
wcaJ	2120160	2121554	-	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
wcaK	2117124	2118404	-	putative colanic acid biosynthesis pyruvyl transferase WcaK
wcaL	2115907	2117127	-	putative colanic biosynthesis glycosyl transferase
wcaM	2114502	2115896	-	putative colanic acid biosynthesis protein WcaM
wecB	3970133	3971263	+	UDP-<i>N</i>-acetylglucosamine 2-epimerase
wecC	3971260	3972522	+	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase
wecE	3975146	3976276	+	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
wecF	3977525	3978604	+	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase
wecH	3725887	3726882	+	<i>O</i>-acetyltransferase WecH
wrbA	1067112	1067708	-	NAD(P)H:quinone oxidoreductase
wza	2136104	2137243	-	outer membrane polysaccharide export protein Wza
wzb	2135655	2136098	-	protein-tyrosine phosphatase
wzc	2133490	2135652	-	protein-tyrosine kinase Wzc
wzxC	2118680	2120158	-	M-antigen undecaprenyl disphosphate flippase
wzxE	3976278	3977528	+	lipid III flippase
wzyE	3978601	3979953	+	putative enterobacterial common antigen polymerase
wzzB	2097321	2098301	-	regulator of length of O-antigen component of lipopolysaccharide chains
wzzE	3969031	3970077	+	enterobacterial common antigen polysaccharide co-polymerase
xanP	3828945	3830336	+	xanthine:H+ symporter XanP
xanQ	3024351	3025751	+	xanthine:H+ symporter XanQ
xapA	2524045	2524878	-	xanthosine phosphorylase
xapB	2522729	2523985	-	xanthosine:H+ symporter XapB
xapR	2521593	2522477	-	DNA-binding transcriptional activator XapR
xdhA	3000345	3002603	+	putative xanthine dehydrogenase molybdenum-binding subunit XdhA
xdhB	3002614	3003492	+	putative xanthine dehydrogenase FAD-binding subunit XdhB
xdhC	3003489	3003968	+	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
xdhD	3021316	3024186	+	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
xerC	3996287	3997183	+	site-specific tyrosine recombinase
xerD	3038847	3039743	-	site-specific recombinase
xisE	1200787	1201032	-	e14 prophage; putative excisionase
xisR	1413237	1413452	-	Rac prophage; excisionase
xseA	2634232	2635602	+	exodeoxyribonuclease VII subunit XseA
xseB	441101	441343	-	exodeoxyribonuclease VII subunit XseB
xthA	1832428	1833234	+	exodeoxyribonuclease III
xylA	3729443	3730765	-	xylose isomerase
xylB	3727917	3729371	-	xylulokinase
xylE	4240779	4242254	-	D-xylose:H<sup>+</sup> symporter
xylF	3731131	3732123	+	xylose ABC transporter periplasmic binding protein
xylG	3732201	3733742	+	xylose ABC transporter ATP binding subunit
xylH	3733720	3734901	+	xylose ABC transporter membrane subunit
xylR	3734979	3736157	+	DNA-binding transcriptional dual regulator XylR
xynR	288404	289162	-	CP4-6 prophage; DNA-binding transcriptional repressor XynR
yaaA	5683	6459	-	peroxide stress resistance protein YaaA
yaaI	11382	11786	-	DUF2541 domain-containing protein YaaI
yaaJ	6529	7959	-	putative transporter YaaJ
yaaU	45807	47138	+	putative transporter YaaU
yaaW	10643	11356	-	putative enzyme-specific chaperone YaaW
yaaX	5234	5530	+	DUF2502 domain-containing protein YaaX
yaaY	21181	21399	+	DUF2575 domain-containing protein YaaY
yabI	71351	72115	+	DedA family protein YabI
yabP	58474	59124	+	putative uncharacterized protein YabP
yabQ	59121	59279	+	protein YabQ
yabR	85467	85511	-	protein YabR
yacC	136570	136917	-	putative lipoprotein YacC
yacG	111649	111846	-	DNA gyrase inhibitor YacG
yacH	129407	131260	-	DUF3300 domain-containing protein YacH
